name;base_fond;science_fond;ams;n_buildings;n_days;guests;employees
Мытищинская картинная галерея;1160;854;2014;1;250;8.4;20
Домодедовский ист.-художественный музей;5965;2370;0;1;256;12;8
Веселовский краеведческий музей;1607;94;1100;1;210;4.8;1
Красненский краеведческий музей,Готовье;3492;1656;2938;1;247;11.7;4
Музей истории и культурного наследия Агрызского района;4072;436;0;1;245;3.4;7
Музей истории села Салауши;2022;0;0;1;245;2.9;1
Азнакаевский краеведческий музей;6603;1068;3902;1;291;8.3;9
Верхнетагильский краеведческий музей;10428;1872;0;2;249;12.9;5
Литературный музей Степана Щипачева;4331;2451;0;1;247;6.7;5
Богдановичский краеведческий музей;10322;1899;0;1;247;6.5;5
Слободо-Туринский историко-краеведческий музей;12553;1317;0;1;200;16.5;6
Коптеловский музей истории земледелия  и быта крестьян;14482;3990;90;12;360;20.5;16
Режевский исторический музей;12968;10451;2436;1;264;14.2;19
Новоуральский ист.-краеведческий музей;14626;4746;19372;2;247;32;14
Алапаевский музейный комплекс;3357;1354;3357;3;258;7;8
Музейно-выставочный комплекс г.Лесного;18749;4732;9283;2;317;36.9;28
Лобвинский историко-краеведческий музей;4608;2560;0;1;255;2.7;2
Тугулымский ист.-краеведческий музей;1674;1037;0;1;263;10.1;3
Темниковский ист.-краеведческий музей;6361;987;0;1;305;5.1;4
Дом-музей М.П.Девятаева, Торбеево;3954;344;0;1;306;2.7;2
Краснослободский краеведческий музей;11130;4625;0;45;301;6;3
Ковылкинский краеведческий музей;8125;4521;70;1;307;3.4;5
Инсарский историко-краеведческий музей;6150;827;994;1;305;3.5;5
Выставочный зал г.Рузаевка;1795;8;0;1;264;3.1;5
Ельниковский ист.-краеведческий музей;2297;158;0;1;247;4.7;2
Чамзинский ист.-краеведческий музей;4387;1540;1405;1;309;2.7;4
Большеигнатовский краеведческий музей;1000;15;0;1;295;1.3;1
Краеведческий музей им.Н.В.Игнатьева;2007;2530;0;2;247;8.7;5
Ичалковский краеведческий музей;3000;1952;0;1;231;2.8;1
Медведевский ист.-художественный музей;4285;6929;250;1;270;15.4;10
Национальный музей РСО-Алания;193296;27535;705;11;305;5;86
Аликовский лит.-краеведческий музей;17247;1903;3700;2;308;9.3;3
Ист-краеведческий музей Брасовского р-на;76;632;0;1;230;3.8;1
Краеведческий музей им.И.В.Шодоева в с.Усть-Кан;4397;0;0;1;247;0.5;6
Музей-усадьба Г.И.Чорос-Гуркина в с.Анос;276;214;0;2;247;0.6;8
Бутурлинский ист.-краеведческий музей;2541;3017;1327;6;317;11;6
"Музейно-литературный центр ""Дом поэтов""";40;242;40;1;247;1.7;2
Усть-Большерецкий краеведческий музей;1080;428;296;1;252;1;3
Картинная галерея с.Мошенское;152;8;0;1;305;2.6;5
Кусинский музейно-краеведческий центр;4555;0;23;1;247;6.3;2
"Историко-культурный заповедник ""Аркаим""";2101;4671;5149;31;352;24.3;47
Зерноградский ист.-краеведческий музей;7347;1958;2810;1;247;5.2;4
Музей краеведения Волгодонского района;1452;860;1452;1;247;6.2;6
Московский областной музей народных художественных промыслов;1602;70;1602;2;269;13.5;16
Шербакульский ист.-краеведческий музей;2113;108;1995;2;232;9.3;3
Чагодощенский музей истории и нар.культ.;6750;7316;3784;1;247;7.9;15
Сокольский краеведческий музей;12326;7240;4838;1;311;25.7;7
Нытвенский историко-краеведческий музей;16250;8625;24875;2;270;18;13
Верещагинский районный музейно-культурный центр;11893;4909;16802;2;319;13.9;19
Чусовской краеведческий музей;12710;6763;12945;2;267;4.2;9
Оханский городской краеведческий музей;2815;1648;258;1;258;7.2;4
Чермозский мун.ист.-краеведческий музей;5408;2629;512;1;281;5.8;5
Литературный музей В.П.Астафьева;626;981;0;2;267;4.5;6
Черемисский ист.-литературный музей;9447;1630;138;1;248;3.1;6
Белокатайский ист.-краеведческий музей;2618;948;551;1;279;8;2
Шаранский историко-краеведческий музей;2146;354;1850;1;238;1.9;2
Стерлибашевский краеведческий музей;7713;2221;42;1;244;3.6;2
Сармановский музей ВОВ и краеведения;1860;375;466;1;290;5.7;6
Высокогорский краеведческий музей;877;618;157;1;253;3.7;10
Музейный ресурсный центр, Ноябрьск;15043;14207;29250;3;311;28.1;67
Мемориальный музей Мухамеда-Тахира аль Карахи;995;480;0;1;300;5.2;6
Нижне-Казанищенский краеведческий музей;1223;160;0;1;300;5.9;4
Огнинский краеведческий музей;2024;590;0;1;300;7.5;6
Акушинский краеведческий музей;2106;740;0;1;300;9.9;8
Музей истории Немецкого нац.района;2556;69;0;1;213;1.1;3
Моздокский краеведческий музей;15058;3488;750;1;301;2.1;9
Музейно-выставочный комплекс в г.Алагире;5320;0;0;1;303;5.5;12
Музей истории г.Владикавказа;18556;22328;0;1;305;3;6
Историко-мемор.дом-музей им.Г.А.Цаголова;7135;2221;150;2;293;0.8;11
Музей защитников Суарского ущелья;224;0;0;1;306;2;6
Мемориальный дом-музей Хетагурова,с.Нар;155;0;0;1;295;1.2;5
Северо-Осетинский художественный музей им.М.С.Туганова;5684;160;2905;1;283;15;38
Мемор.дом-музей генерала И.А.Плиева;380;0;0;2;246;1.1;10
Ардонский музей истории,культуры,обр-ния;1383;345;0;1;247;0.9;5
